DateName,Date,Name,Session Type,Time,TD,Max Speed,MPM,HSD,Sprint Distance,Session RPE
43109Athlete 36,1/9/2018,Athlete 36,Tactical,89,2465,9,28,241,64,6
43109Athlete 24,1/9/2018,Athlete 24,Tactical,52,2976,8,57,632,0,2
43109Athlete 18,1/9/2018,Athlete 18,Tactical,88,2999,7,34,379,172,5
43109Athlete 16,1/9/2018,Athlete 16,Tactical,45,3402,9,76,84,46,8
43109Athlete 39,1/9/2018,Athlete 39,Tactical,45,3402,6,76,84,46,7
43109Athlete 12,1/9/2018,Athlete 12,Tactical,75,3447,7,46,881,461,9
43109Athlete 33,1/9/2018,Athlete 33,Tactical,50,3644,6,73,577,181,6
43109Athlete 13,1/9/2018,Athlete 13,Tactical,76,3811,7,50,889,405,4
43109Athlete 19,1/9/2018,Athlete 19,Tactical,72,3886,9,54,676,317,2
43109Athlete 23,1/9/2018,Athlete 23,Tactical,100,4178,7,42,865,368,6
43109Athlete 14,1/9/2018,Athlete 14,Tactical,100,4229,6,42,327,60,3
43109Athlete 38,1/9/2018,Athlete 38,Tactical,59,4282,7,73,930,489,8
43109Athlete 01,1/9/2018,Athlete 01,Tactical,73,4297,6,59,1091,322,9
43109Athlete 26,1/9/2018,Athlete 26,Tactical,73,4297,8,59,1091,322,8
43109Athlete 15,1/9/2018,Athlete 15,Tactical,95,4364,6,46,538,171,7
43109Athlete 03,1/9/2018,Athlete 03,Tactical,58,4467,9,77,655,235,9
43109Athlete 28,1/9/2018,Athlete 28,Tactical,58,4467,9,77,655,235,3
43109Athlete 21,1/9/2018,Athlete 21,Tactical,91,4476,7,49,864,367,4
43109Athlete 08,1/9/2018,Athlete 08,Tactical,52,4569,7,88,979,286,4
43109Athlete 11,1/9/2018,Athlete 11,Tactical,65,4901,8,75,1140,600,8
43109Athlete 20,1/9/2018,Athlete 20,Tactical,47,5050,9,107,754,269,9
43109Athlete 10,1/9/2018,Athlete 10,Tactical,59,5084,6,86,1103,622,3
43109Athlete 06,1/9/2018,Athlete 06,Tactical,63,5101,8,81,1009,331,6
43109Athlete 31,1/9/2018,Athlete 31,Tactical,63,5101,6,81,1009,331,5
43109Athlete 04,1/9/2018,Athlete 04,Tactical,55,5273,6,96,1015,296,9
43109Athlete 29,1/9/2018,Athlete 29,Tactical,55,5273,6,96,1015,296,5
43109Athlete 37,1/9/2018,Athlete 37,Tactical,91,5280,6,58,1025,552,5
43109Athlete 05,1/9/2018,Athlete 05,Tactical,88,5302,7,60,1636,678,6
43109Athlete 30,1/9/2018,Athlete 30,Tactical,88,5302,7,60,1636,678,7
43109Athlete 02,1/9/2018,Athlete 02,Tactical,94,5417,6,58,1423,620,5
43109Athlete 27,1/9/2018,Athlete 27,Tactical,94,5417,8,58,1423,620,9
43109Athlete 22,1/9/2018,Athlete 22,Tactical,56,5442,9,97,1375,448,4
43109Athlete 25,1/9/2018,Athlete 25,Tactical,50,5540,6,111,1613,665,2
43109Athlete 17,1/9/2018,Athlete 17,Tactical,46,5980,7,130,1866,1325,4
43109Athlete 40,1/9/2018,Athlete 40,Tactical,46,5980,6,130,1866,1325,2
43109Athlete 09,1/9/2018,Athlete 09,Tactical,85,5981,9,70,1703,514,7
43109Athlete 32,1/9/2018,Athlete 32,Tactical,98,6845,7,70,992,109,9
43109Athlete 34,1/9/2018,Athlete 34,Tactical,87,8364,6,96,1618,632,8
43110Athlete 20,1/10/2018,Athlete 20,Match,45,1762,8,39,67,56,2
43110Athlete 40,1/10/2018,Athlete 40,Match,82,2801,9,34,91,45,8
43110Athlete 02,1/10/2018,Athlete 02,Match,76,2826,6,37,182,55,7
43110Athlete 01,1/10/2018,Athlete 01,Match,88,2999,8,34,379,172,9
43110Athlete 23,1/10/2018,Athlete 23,Match,88,2999,6,34,379,172,8
43110Athlete 37,1/10/2018,Athlete 37,Match,63,3117,6,49,317,99,6
43110Athlete 06,1/10/2018,Athlete 06,Match,57,3205,6,56,622,279,9
43110Athlete 27,1/10/2018,Athlete 27,Match,57,3205,8,56,622,279,2
43110Athlete 07,1/10/2018,Athlete 07,Match,89,3272,7,37,504,215,6
43110Athlete 28,1/10/2018,Athlete 28,Match,89,3272,9,37,504,215,2
43110Athlete 17,1/10/2018,Athlete 17,Match,50,3342,8,67,452,130,2
43110Athlete 04,1/10/2018,Athlete 04,Match,48,3347,6,70,567,215,2
43110Athlete 25,1/10/2018,Athlete 25,Match,48,3347,9,70,567,215,9
43110Athlete 08,1/10/2018,Athlete 08,Match,53,3504,9,66,496,231,8
43110Athlete 29,1/10/2018,Athlete 29,Match,53,3504,8,66,496,231,3
43110Athlete 39,1/10/2018,Athlete 39,Match,57,3505,7,61,428,166,9
43110Athlete 09,1/10/2018,Athlete 09,Match,58,3521,7,61,730,368,4
43110Athlete 30,1/10/2018,Athlete 30,Match,58,3521,9,61,730,368,2
43110Athlete 03,1/10/2018,Athlete 03,Match,62,3574,7,58,1001,454,4
43110Athlete 24,1/10/2018,Athlete 24,Match,62,3574,6,58,1001,454,4
43110Athlete 05,1/10/2018,Athlete 05,Match,75,3786,7,50,615,214,5
43110Athlete 26,1/10/2018,Athlete 26,Match,75,3786,9,50,615,214,8
43110Athlete 21,1/10/2018,Athlete 21,Match,69,4572,7,66,311,83,8
43110Athlete 19,1/10/2018,Athlete 19,Match,53,4705,6,89,1133,542,3
43110Athlete 34,1/10/2018,Athlete 34,Match,74,4808,8,65,434,146,6
43110Athlete 36,1/10/2018,Athlete 36,Match,72,5543,6,77,1720,1169,9
43110Athlete 38,1/10/2018,Athlete 38,Match,59,5609,9,95,580,139,8
43110Athlete 18,1/10/2018,Athlete 18,Match,78,5647,6,72,453,188,7
43110Athlete 16,1/10/2018,Athlete 16,Match,92,5950,8,65,1918,1273,9
43110Athlete 22,1/10/2018,Athlete 22,Match,46,5980,8,130,1866,1325,3
43110Athlete 14,1/10/2018,Athlete 14,Match,59,6794,6,115,953,436,5
43110Athlete 11,1/10/2018,Athlete 11,Match,76,7203,8,95,930,165,8
43110Athlete 32,1/10/2018,Athlete 32,Match,76,7203,8,95,930,165,7
43110Athlete 13,1/10/2018,Athlete 13,Match,85,7474,7,88,1582,730,7
43110Athlete 35,1/10/2018,Athlete 35,Match,73,7576,6,104,1745,662,9
43110Athlete 12,1/10/2018,Athlete 12,Match,55,7814,8,142,2075,623,7
43110Athlete 33,1/10/2018,Athlete 33,Match,55,7814,7,142,2075,623,6
43110Athlete 10,1/10/2018,Athlete 10,Match,100,8038,7,80,2214,670,9
43110Athlete 31,1/10/2018,Athlete 31,Match,100,8038,6,80,2214,670,3
43110Athlete 15,1/10/2018,Athlete 15,Match,95,8145,9,86,1569,462,7
43111Athlete 39,1/11/2018,Athlete 39,Technical,58,2478,8,43,133,73,2
43111Athlete 36,1/11/2018,Athlete 36,Technical,75,2536,8,34,32,15,4
43111Athlete 26,1/11/2018,Athlete 26,Technical,84,2959,9,35,76,20,8
43111Athlete 28,1/11/2018,Athlete 28,Technical,93,2993,7,32,98,6,8
43111Athlete 19,1/11/2018,Athlete 19,Technical,78,3092,8,40,64,33,6
43111Athlete 07,1/11/2018,Athlete 07,Technical,57,3205,9,56,622,279,4
43111Athlete 08,1/11/2018,Athlete 08,Technical,89,3272,9,37,504,215,3
43111Athlete 05,1/11/2018,Athlete 05,Technical,48,3347,6,70,567,215,2
43111Athlete 04,1/11/2018,Athlete 04,Technical,73,3439,9,47,237,97,8
43111Athlete 22,1/11/2018,Athlete 22,Technical,69,3494,6,51,99,30,4
43111Athlete 09,1/11/2018,Athlete 09,Technical,53,3504,9,66,496,231,8
43111Athlete 10,1/11/2018,Athlete 10,Technical,58,3521,7,61,730,368,6
43111Athlete 30,1/11/2018,Athlete 30,Technical,72,3532,8,49,281,117,3
43111Athlete 27,1/11/2018,Athlete 27,Technical,93,3596,9,39,133,62,4
43111Athlete 29,1/11/2018,Athlete 29,Technical,51,3669,6,72,251,119,4
43111Athlete 06,1/11/2018,Athlete 06,Technical,75,3786,6,50,615,214,6
43111Athlete 25,1/11/2018,Athlete 25,Technical,58,3815,8,66,154,60,2
43111Athlete 31,1/11/2018,Athlete 31,Technical,67,3826,7,57,207,61,5
43111Athlete 24,1/11/2018,Athlete 24,Technical,63,3926,8,62,198,70,9
43111Athlete 03,1/11/2018,Athlete 03,Technical,67,4409,6,66,840,331,9
43111Athlete 01,1/11/2018,Athlete 01,Technical,46,4535,9,99,488,175,8
43111Athlete 14,1/11/2018,Athlete 14,Technical,86,5086,6,59,1294,630,5
43111Athlete 20,1/11/2018,Athlete 20,Technical,85,5331,8,63,1665,1198,4
43111Athlete 17,1/11/2018,Athlete 17,Technical,93,5386,8,58,698,329,5
43111Athlete 32,1/11/2018,Athlete 32,Technical,59,5410,8,92,751,409,2
43111Athlete 37,1/11/2018,Athlete 37,Technical,71,6035,9,85,1795,1183,9
43111Athlete 33,1/11/2018,Athlete 33,Technical,97,6379,9,66,585,178,7
43111Athlete 02,1/11/2018,Athlete 02,Technical,57,6416,7,113,1189,462,8
43111Athlete 23,1/11/2018,Athlete 23,Technical,74,6976,9,94,768,119,5
43111Athlete 16,1/11/2018,Athlete 16,Technical,48,6978,7,145,1597,1007,4
43111Athlete 12,1/11/2018,Athlete 12,Technical,76,7203,6,95,930,165,8
43111Athlete 18,1/11/2018,Athlete 18,Technical,46,7297,7,159,1746,733,6
43111Athlete 21,1/11/2018,Athlete 21,Technical,67,7304,9,109,1103,96,8
43111Athlete 40,1/11/2018,Athlete 40,Technical,73,7402,6,101,1472,583,8
43111Athlete 38,1/11/2018,Athlete 38,Technical,57,7643,7,134,2051,650,4
43111Athlete 35,1/11/2018,Athlete 35,Technical,52,7766,6,149,1585,470,7
43111Athlete 13,1/11/2018,Athlete 13,Technical,55,7814,8,142,2075,623,2
43111Athlete 15,1/11/2018,Athlete 15,Technical,48,7911,7,165,2136,684,9
43111Athlete 11,1/11/2018,Athlete 11,Technical,100,8038,9,80,2214,670,4
43111Athlete 34,1/11/2018,Athlete 34,Technical,83,8527,7,103,1552,614,6
43112Athlete 39,1/12/2018,Athlete 39,Technical,62,587,8,9,73,18,9
43112Athlete 16,1/12/2018,Athlete 16,Technical,66,2689,6,41,75,36,5
43112Athlete 04,1/12/2018,Athlete 04,Technical,84,2959,9,35,76,20,4
43112Athlete 06,1/12/2018,Athlete 06,Technical,93,2993,7,32,98,6,2
43112Athlete 12,1/12/2018,Athlete 12,Technical,82,3036,9,37,166,58,3
43112Athlete 31,1/12/2018,Athlete 31,Technical,64,3175,6,50,41,24,9
43112Athlete 02,1/12/2018,Athlete 02,Technical,73,3439,6,47,237,97,8
43112Athlete 08,1/12/2018,Athlete 08,Technical,72,3532,9,49,281,117,3
43112Athlete 05,1/12/2018,Athlete 05,Technical,93,3596,8,39,133,62,8
43112Athlete 07,1/12/2018,Athlete 07,Technical,51,3669,8,72,251,119,6
43112Athlete 26,1/12/2018,Athlete 26,Technical,46,3752,8,82,246,103,2
43112Athlete 03,1/12/2018,Athlete 03,Technical,58,3815,6,66,154,60,5
43112Athlete 09,1/12/2018,Athlete 09,Technical,67,3826,9,57,207,61,9
43112Athlete 01,1/12/2018,Athlete 01,Technical,67,4409,8,66,840,331,9
43112Athlete 40,1/12/2018,Athlete 40,Technical,52,4569,6,88,979,286,2
43112Athlete 14,1/12/2018,Athlete 14,Technical,67,4789,6,71,439,130,9
43112Athlete 19,1/12/2018,Athlete 19,Technical,95,4989,6,53,457,64,8
43112Athlete 29,1/12/2018,Athlete 29,Technical,85,5981,7,70,1703,514,7
43112Athlete 20,1/12/2018,Athlete 20,Technical,51,6081,7,119,888,247,2
43112Athlete 17,1/12/2018,Athlete 17,Technical,50,6147,9,123,495,55,4
43112Athlete 28,1/12/2018,Athlete 28,Technical,60,6317,7,105,2027,1368,7
43112Athlete 32,1/12/2018,Athlete 32,Technical,49,6554,6,134,1128,240,4
43112Athlete 27,1/12/2018,Athlete 27,Technical,99,6662,8,67,936,229,5
43112Athlete 13,1/12/2018,Athlete 13,Technical,98,6694,6,68,1442,349,5
43112Athlete 24,1/12/2018,Athlete 24,Technical,74,6737,9,91,543,124,8
43112Athlete 38,1/12/2018,Athlete 38,Technical,74,6737,6,91,543,124,6
43112Athlete 34,1/12/2018,Athlete 34,Technical,54,6844,7,127,1404,419,9
43112Athlete 18,1/12/2018,Athlete 18,Technical,74,6976,6,94,768,119,6
43112Athlete 23,1/12/2018,Athlete 23,Technical,72,7083,8,98,1550,676,5
43112Athlete 37,1/12/2018,Athlete 37,Technical,72,7083,8,98,1550,676,3
43112Athlete 21,1/12/2018,Athlete 21,Technical,83,7466,7,90,1078,524,2
43112Athlete 35,1/12/2018,Athlete 35,Technical,83,7466,8,90,1078,524,9
43112Athlete 15,1/12/2018,Athlete 15,Technical,61,7568,9,124,2176,792,4
43112Athlete 22,1/12/2018,Athlete 22,Technical,92,7888,9,86,1228,430,5
43112Athlete 36,1/12/2018,Athlete 36,Technical,92,7888,6,86,1228,430,7
43112Athlete 10,1/12/2018,Athlete 10,Technical,75,7905,9,105,2187,769,6
43112Athlete 25,1/12/2018,Athlete 25,Technical,75,7905,7,105,2187,769,8
43112Athlete 33,1/12/2018,Athlete 33,Technical,72,7928,7,110,1619,314,8
43112Athlete 30,1/12/2018,Athlete 30,Technical,87,8364,7,96,1618,632,2
43112Athlete 11,1/12/2018,Athlete 11,Technical,83,8527,6,103,1552,614,9
43113Athlete 05,1/13/2018,Athlete 05,Conditioning,59,791,6,13,15,0,3
43113Athlete 18,1/13/2018,Athlete 18,Conditioning,89,2465,9,28,241,64,4
43113Athlete 14,1/13/2018,Athlete 14,Conditioning,90,2519,6,28,67,21,3
43113Athlete 23,1/13/2018,Athlete 23,Conditioning,53,2783,6,53,88,43,4
43113Athlete 30,1/13/2018,Athlete 30,Conditioning,63,2858,6,45,222,31,9
43113Athlete 35,1/13/2018,Athlete 35,Conditioning,63,3117,7,49,317,99,3
43113Athlete 27,1/13/2018,Athlete 27,Conditioning,50,3342,6,67,452,130,7
43113Athlete 38,1/13/2018,Athlete 38,Conditioning,48,3367,8,70,560,129,2
43113Athlete 28,1/13/2018,Athlete 28,Conditioning,57,3505,7,61,428,166,3
43113Athlete 03,1/13/2018,Athlete 03,Conditioning,53,3570,8,67,140,30,7
43113Athlete 20,1/13/2018,Athlete 20,Conditioning,57,4013,6,70,759,323,2
43113Athlete 40,1/13/2018,Athlete 40,Conditioning,57,4013,8,70,759,323,4
43113Athlete 07,1/13/2018,Athlete 07,Conditioning,59,4282,7,73,930,489,6
43113Athlete 19,1/13/2018,Athlete 19,Conditioning,53,4705,7,89,1133,542,8
43113Athlete 33,1/13/2018,Athlete 33,Conditioning,86,5086,8,59,1294,630,8
43113Athlete 29,1/13/2018,Athlete 29,Conditioning,85,5331,9,63,1665,1198,7
43113Athlete 25,1/13/2018,Athlete 25,Conditioning,72,5543,8,77,1720,1169,4
43113Athlete 16,1/13/2018,Athlete 16,Conditioning,92,5950,6,65,1918,1273,8
43113Athlete 15,1/13/2018,Athlete 15,Conditioning,89,6023,9,68,524,90,2
43113Athlete 37,1/13/2018,Athlete 37,Conditioning,71,6035,8,85,1795,1183,7
43113Athlete 39,1/13/2018,Athlete 39,Conditioning,88,6046,8,69,1120,439,5
43113Athlete 17,1/13/2018,Athlete 17,Conditioning,65,6708,6,103,814,98,5
43113Athlete 24,1/13/2018,Athlete 24,Conditioning,79,6720,6,85,1367,389,8
43113Athlete 04,1/13/2018,Athlete 04,Conditioning,59,6728,7,114,619,102,4
43113Athlete 11,1/13/2018,Athlete 11,Conditioning,74,6737,9,91,543,124,9
43113Athlete 01,1/13/2018,Athlete 01,Conditioning,98,6845,9,70,992,109,2
43113Athlete 10,1/13/2018,Athlete 10,Conditioning,72,7083,8,98,1550,676,2
43113Athlete 26,1/13/2018,Athlete 26,Conditioning,70,7092,8,101,1225,270,4
43113Athlete 21,1/13/2018,Athlete 21,Conditioning,76,7203,9,95,930,165,7
43113Athlete 06,1/13/2018,Athlete 06,Conditioning,76,7281,7,96,2024,509,3
43113Athlete 36,1/13/2018,Athlete 36,Conditioning,46,7297,8,159,1746,733,6
43113Athlete 08,1/13/2018,Athlete 08,Conditioning,59,7443,6,126,996,163,5
43113Athlete 31,1/13/2018,Athlete 31,Conditioning,59,7443,6,126,996,163,7
43113Athlete 12,1/13/2018,Athlete 12,Conditioning,85,7474,7,88,1582,730,2
43113Athlete 13,1/13/2018,Athlete 13,Conditioning,73,7576,9,104,1745,662,3
43113Athlete 22,1/13/2018,Athlete 22,Conditioning,55,7814,7,142,2075,623,6
43113Athlete 32,1/13/2018,Athlete 32,Conditioning,55,7814,8,142,2075,623,8
43113Athlete 34,1/13/2018,Athlete 34,Conditioning,82,7828,9,95,2294,730,3
43113Athlete 09,1/13/2018,Athlete 09,Conditioning,92,7888,9,86,1228,430,5
43113Athlete 02,1/13/2018,Athlete 02,Conditioning,95,8145,6,86,1569,462,7
43114Athlete 34,1/14/2018,Athlete 34,Tactical,59,791,7,13,15,0,8
43114Athlete 31,1/14/2018,Athlete 31,Tactical,45,1762,6,39,67,56,4
43114Athlete 15,1/14/2018,Athlete 15,Tactical,58,2478,8,43,133,73,6
43114Athlete 22,1/14/2018,Athlete 22,Tactical,66,2689,7,41,75,36,7
43114Athlete 36,1/14/2018,Athlete 36,Tactical,82,2801,6,34,91,45,7
43114Athlete 39,1/14/2018,Athlete 39,Tactical,78,3092,8,40,64,33,4
43114Athlete 28,1/14/2018,Athlete 28,Tactical,64,3175,7,50,41,24,6
43114Athlete 29,1/14/2018,Athlete 29,Tactical,75,3447,9,46,881,461,3
43114Athlete 08,1/14/2018,Athlete 08,Tactical,69,3494,6,51,99,30,7
43114Athlete 05,1/14/2018,Athlete 05,Tactical,46,3603,8,78,396,91,8
43114Athlete 19,1/14/2018,Athlete 19,Tactical,50,3644,7,73,577,181,7
43114Athlete 14,1/14/2018,Athlete 14,Tactical,90,3694,9,41,278,97,9
43114Athlete 18,1/14/2018,Athlete 18,Tactical,90,3851,7,43,514,219,8
43114Athlete 33,1/14/2018,Athlete 33,Tactical,90,3851,8,43,514,219,4
43114Athlete 09,1/14/2018,Athlete 09,Tactical,67,4409,6,66,840,331,2
43114Athlete 25,1/14/2018,Athlete 25,Tactical,69,4572,8,66,311,83,5
43114Athlete 04,1/14/2018,Athlete 04,Tactical,67,4789,9,71,439,130,6
43114Athlete 21,1/14/2018,Athlete 21,Tactical,65,4901,6,75,1140,600,9
43114Athlete 12,1/14/2018,Athlete 12,Tactical,59,5084,7,86,1103,622,7
43114Athlete 20,1/14/2018,Athlete 20,Tactical,86,5292,6,62,444,116,2
43114Athlete 07,1/14/2018,Athlete 07,Tactical,57,5385,7,94,1484,867,6
43114Athlete 23,1/14/2018,Athlete 23,Tactical,90,5472,7,61,1859,1278,9
43114Athlete 16,1/14/2018,Athlete 16,Tactical,63,5692,6,90,1872,1290,6
43114Athlete 13,1/14/2018,Athlete 13,Tactical,77,6076,9,79,1025,372,5
43114Athlete 26,1/14/2018,Athlete 26,Tactical,79,6303,6,80,1296,583,3
43114Athlete 38,1/14/2018,Athlete 38,Tactical,79,6303,8,80,1296,583,9
43114Athlete 11,1/14/2018,Athlete 11,Tactical,60,6317,8,105,2027,1368,4
43114Athlete 35,1/14/2018,Athlete 35,Tactical,65,6708,7,103,814,98,4
43114Athlete 06,1/14/2018,Athlete 06,Tactical,61,6767,9,111,1058,407,7
43114Athlete 17,1/14/2018,Athlete 17,Tactical,74,6976,9,94,768,119,9
43114Athlete 02,1/14/2018,Athlete 02,Tactical,48,6978,9,145,1597,1007,4
43114Athlete 40,1/14/2018,Athlete 40,Tactical,98,7088,9,72,1564,791,6
43114Athlete 37,1/14/2018,Athlete 37,Tactical,94,7190,7,76,1877,821,9
43114Athlete 30,1/14/2018,Athlete 30,Tactical,76,7281,9,96,2024,509,6
43114Athlete 32,1/14/2018,Athlete 32,Tactical,94,7391,8,79,1360,384,4
43114Athlete 03,1/14/2018,Athlete 03,Tactical,52,7766,7,149,1585,470,9
43114Athlete 01,1/14/2018,Athlete 01,Tactical,48,7911,7,165,2136,684,6
43114Athlete 24,1/14/2018,Athlete 24,Tactical,72,7928,8,110,1619,314,9
43114Athlete 27,1/14/2018,Athlete 27,Tactical,87,8364,8,96,1618,632,6
43114Athlete 10,1/14/2018,Athlete 10,Tactical,83,8527,9,103,1552,614,6
43115Athlete 09,1/15/2018,Athlete 09,Match,90,3851,8,43,514,219,5
43115Athlete 12,1/15/2018,Athlete 12,Match,61,3934,6,64,386,120,5
43115Athlete 20,1/15/2018,Athlete 20,Match,61,3934,6,64,386,120,9
43115Athlete 28,1/15/2018,Athlete 28,Match,61,3934,9,64,386,120,2
43115Athlete 34,1/15/2018,Athlete 34,Match,61,3934,6,64,386,120,9
43115Athlete 04,1/15/2018,Athlete 04,Match,57,4013,6,70,759,323,6
43115Athlete 13,1/15/2018,Athlete 13,Match,97,4259,6,44,1241,712,8
43115Athlete 21,1/15/2018,Athlete 21,Match,97,4259,7,44,1241,712,7
43115Athlete 29,1/15/2018,Athlete 29,Match,97,4259,9,44,1241,712,8
43115Athlete 35,1/15/2018,Athlete 35,Match,97,4259,7,44,1241,712,4
43115Athlete 07,1/15/2018,Athlete 07,Match,59,4278,6,73,850,374,2
43115Athlete 15,1/15/2018,Athlete 15,Match,82,4580,8,56,421,108,3
43115Athlete 23,1/15/2018,Athlete 23,Match,82,4580,7,56,421,108,7
43115Athlete 37,1/15/2018,Athlete 37,Match,82,4580,7,56,421,108,6
43115Athlete 17,1/15/2018,Athlete 17,Match,58,5035,7,87,1493,703,7
43115Athlete 25,1/15/2018,Athlete 25,Match,58,5035,7,87,1493,703,7
43115Athlete 31,1/15/2018,Athlete 31,Match,58,5035,9,87,1493,703,2
43115Athlete 39,1/15/2018,Athlete 39,Match,58,5035,9,87,1493,703,8
43115Athlete 05,1/15/2018,Athlete 05,Match,57,5385,9,94,1484,867,3
43115Athlete 10,1/15/2018,Athlete 10,Match,57,5573,6,98,1133,548,3
43115Athlete 18,1/15/2018,Athlete 18,Match,57,5573,9,98,1133,548,7
43115Athlete 26,1/15/2018,Athlete 26,Match,57,5573,9,98,1133,548,4
43115Athlete 32,1/15/2018,Athlete 32,Match,57,5573,6,98,1133,548,8
43115Athlete 40,1/15/2018,Athlete 40,Match,57,5573,7,98,1133,548,3
43115Athlete 01,1/15/2018,Athlete 01,Match,57,6416,7,113,1189,462,5
43115Athlete 16,1/15/2018,Athlete 16,Match,95,6713,6,71,1693,882,3
43115Athlete 24,1/15/2018,Athlete 24,Match,95,6713,7,71,1693,882,4
43115Athlete 38,1/15/2018,Athlete 38,Match,95,6713,6,71,1693,882,8
43115Athlete 06,1/15/2018,Athlete 06,Match,54,6844,6,127,1404,419,8
43115Athlete 08,1/15/2018,Athlete 08,Match,54,6844,8,127,1404,419,2
43115Athlete 03,1/15/2018,Athlete 03,Match,67,7304,8,109,1103,96,6
43115Athlete 02,1/15/2018,Athlete 02,Match,59,7443,7,126,996,163,7
43115Athlete 11,1/15/2018,Athlete 11,Match,67,7782,8,116,1853,956,7
43115Athlete 19,1/15/2018,Athlete 19,Match,67,7782,6,116,1853,956,2
43115Athlete 27,1/15/2018,Athlete 27,Match,67,7782,9,116,1853,956,2
43115Athlete 33,1/15/2018,Athlete 33,Match,67,7782,8,116,1853,956,2
43115Athlete 14,1/15/2018,Athlete 14,Match,99,7855,8,79,1360,230,9
43115Athlete 22,1/15/2018,Athlete 22,Match,99,7855,9,79,1360,230,9
43115Athlete 30,1/15/2018,Athlete 30,Match,99,7855,6,79,1360,230,4
43115Athlete 36,1/15/2018,Athlete 36,Match,99,7855,6,79,1360,230,2
43116Athlete 12,1/16/2018,Athlete 12,Technical,62,3158,7,51,1115,229,2
43116Athlete 19,1/16/2018,Athlete 19,Technical,62,3158,7,51,1115,229,2
43116Athlete 27,1/16/2018,Athlete 27,Technical,62,3158,7,51,1115,229,4
43116Athlete 33,1/16/2018,Athlete 33,Technical,62,3158,7,51,1115,229,5
43116Athlete 14,1/16/2018,Athlete 14,Technical,72,3212,9,45,617,365,5
43116Athlete 21,1/16/2018,Athlete 21,Technical,72,3212,6,45,617,365,5
43116Athlete 29,1/16/2018,Athlete 29,Technical,72,3212,6,45,617,365,5
43116Athlete 35,1/16/2018,Athlete 35,Technical,72,3212,7,45,617,365,5
43116Athlete 02,1/16/2018,Athlete 02,Technical,61,3934,7,64,386,120,9
43116Athlete 10,1/16/2018,Athlete 10,Technical,61,3934,7,64,386,120,5
43116Athlete 16,1/16/2018,Athlete 16,Technical,50,4226,7,85,288,47,6
43116Athlete 23,1/16/2018,Athlete 23,Technical,50,4226,7,85,288,47,9
43116Athlete 37,1/16/2018,Athlete 37,Technical,50,4226,9,85,288,47,3
43116Athlete 03,1/16/2018,Athlete 03,Technical,97,4259,8,44,1241,712,8
43116Athlete 05,1/16/2018,Athlete 05,Technical,82,4580,8,56,421,108,7
43116Athlete 11,1/16/2018,Athlete 11,Technical,95,4724,8,50,432,134,9
43116Athlete 18,1/16/2018,Athlete 18,Technical,95,4724,9,50,432,134,2
43116Athlete 26,1/16/2018,Athlete 26,Technical,95,4724,6,50,432,134,3
43116Athlete 32,1/16/2018,Athlete 32,Technical,95,4724,8,50,432,134,7
43116Athlete 40,1/16/2018,Athlete 40,Technical,95,4724,9,50,432,134,5
43116Athlete 13,1/16/2018,Athlete 13,Technical,46,4806,7,104,1223,617,4
43116Athlete 20,1/16/2018,Athlete 20,Technical,46,4806,6,104,1223,617,7
43116Athlete 28,1/16/2018,Athlete 28,Technical,46,4806,9,104,1223,617,3
43116Athlete 34,1/16/2018,Athlete 34,Technical,46,4806,7,104,1223,617,8
43116Athlete 07,1/16/2018,Athlete 07,Technical,58,5035,6,87,1493,703,4
43116Athlete 25,1/16/2018,Athlete 25,Technical,71,5398,9,76,1375,479,6
43116Athlete 31,1/16/2018,Athlete 31,Technical,71,5398,9,76,1375,479,2
43116Athlete 39,1/16/2018,Athlete 39,Technical,71,5398,7,76,1375,479,9
43116Athlete 08,1/16/2018,Athlete 08,Technical,57,5573,6,98,1133,548,8
43116Athlete 06,1/16/2018,Athlete 06,Technical,95,6713,6,71,1693,882,9
43116Athlete 15,1/16/2018,Athlete 15,Technical,57,7200,8,126,1825,461,2
43116Athlete 22,1/16/2018,Athlete 22,Technical,57,7200,7,126,1825,461,5
43116Athlete 30,1/16/2018,Athlete 30,Technical,57,7200,6,126,1825,461,2
43116Athlete 36,1/16/2018,Athlete 36,Technical,57,7200,8,126,1825,461,7
43116Athlete 17,1/16/2018,Athlete 17,Technical,74,7294,9,99,1871,967,5
43116Athlete 24,1/16/2018,Athlete 24,Technical,74,7294,7,99,1871,967,7
43116Athlete 38,1/16/2018,Athlete 38,Technical,74,7294,9,99,1871,967,6
43116Athlete 01,1/16/2018,Athlete 01,Technical,67,7782,8,116,1853,956,6
43116Athlete 09,1/16/2018,Athlete 09,Technical,67,7782,6,116,1853,956,5
43116Athlete 04,1/16/2018,Athlete 04,Technical,99,7855,9,79,1360,230,8
43117Athlete 14,1/17/2018,Athlete 14,Technical,46,2698,9,59,230,75,9
43117Athlete 21,1/17/2018,Athlete 21,Technical,46,2698,9,59,230,75,4
43117Athlete 28,1/17/2018,Athlete 28,Technical,46,2698,8,59,230,75,3
43117Athlete 34,1/17/2018,Athlete 34,Technical,46,2698,9,59,230,75,4
43117Athlete 30,1/17/2018,Athlete 30,Technical,52,3084,9,59,834,0,5
43117Athlete 38,1/17/2018,Athlete 38,Technical,52,3084,9,59,834,0,6
43117Athlete 13,1/17/2018,Athlete 13,Technical,99,3118,7,31,99,15,7
43117Athlete 20,1/17/2018,Athlete 20,Technical,99,3118,6,31,99,15,9
